1, none, minecraft:the_void, MONSTER, mna:lantern_wraith, 10, 1, 3
339, forest, minecraft:dark_forest, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
340, forest, minecraft:dark_forest, MONSTER, graveyard:ghoul, 25, 2, 5
341, forest, minecraft:dark_forest, MONSTER, graveyard:revenant, 25, 5, 8
342, forest, minecraft:dark_forest, MONSTER, graveyard:reaper, 10, 2, 3
343, forest, minecraft:dark_forest, MONSTER, graveyard:nightmare, 10, 1, 1
344, forest, minecraft:dark_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
345, forest, minecraft:dark_forest, MONSTER, graveyard:acolyte, 10, 2, 3
346, forest, minecraft:dark_forest, MONSTER, mna:witch_hunter, 16, 1, 3
347, forest, minecraft:dark_forest, MONSTER, mna:pixie, 16, 1, 3
348, forest, minecraft:dark_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
349, forest, minecraft:dark_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
350, forest, minecraft:dark_forest, MONSTER, mna:spell_breaker, 16, 1, 3
351, forest, minecraft:dark_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
352, forest, minecraft:dark_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
353, forest, minecraft:dark_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
354, forest, minecraft:dark_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
355, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 50, 1, 1
356, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 50, 2, 4
357, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
358, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
359, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
360, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
361, forest, minecraft:dark_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
362, forest, minecraft:dark_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
363, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
364, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
365, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
366, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 50, 4, 4
367, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 50, 4, 4
368, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
369, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 50, 4, 4
370, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 50, 4, 4
371, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 50, 4, 4
372, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
373, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
374, forest, minecraft:old_growth_birch_forest, MONSTER, vampirism:vampire, 50, 1, 3
375, forest, minecraft:old_growth_birch_forest, MONSTER, vampirism:advanced_vampire, 26, 1, 1
376, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:ghoul, 25, 2, 5
377, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:revenant, 25, 5, 8
378, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:reaper, 10, 2, 3
379, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:nightmare, 10, 1, 1
380, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
381, forest, minecraft:old_growth_birch_forest, MONSTER, graveyard:acolyte, 10, 2, 3
382, forest, minecraft:old_growth_birch_forest, MONSTER, mna:witch_hunter, 16, 1, 3
383, forest, minecraft:old_growth_birch_forest, MONSTER, mna:pixie, 16, 1, 3
384, forest, minecraft:old_growth_birch_forest, MONSTER, mna:hulking_zombie, 16, 1, 3
385, forest, minecraft:old_growth_birch_forest, MONSTER, mna:mushroom_soldier, 16, 1, 3
386, forest, minecraft:old_growth_birch_forest, MONSTER, mna:spell_breaker, 16, 1, 3
387, forest, minecraft:old_growth_birch_forest, MONSTER, mna:skeleton_assassin, 16, 1, 3
388, forest, minecraft:old_growth_birch_forest, MONSTER, player_mobs:player_mob, 50, 1, 4
389, forest, minecraft:old_growth_birch_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
390, forest, minecraft:old_growth_birch_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
391, forest, minecraft:old_growth_birch_forest, MONSTER, quark:stoneling, 50, 1, 1
392, forest, minecraft:old_growth_birch_forest, MONSTER, quark:toretoise, 50, 2, 4
393, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
394, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
395, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
396, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 10, 4, 4
397, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
398, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
399, forest, minecraft:old_growth_birch_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
400, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
401, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
402, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 50, 4, 4
403, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 50, 4, 4
404, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
405, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 50, 4, 4
406, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 50, 4, 4
407, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
408, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
409, taiga, minecraft:old_growth_pine_taiga, MONSTER, vampirism:vampire, 50, 1, 3
410, taiga, minecraft:old_growth_pine_taiga, MONSTER, vampirism:advanced_vampire, 26, 1, 1
411, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
412, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
413, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:ghoul, 25, 2, 5
414, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:revenant, 25, 5, 8
415, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:reaper, 10, 2, 3
416, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:nightmare, 10, 1, 1
417, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
418, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:acolyte, 10, 2, 3
419, taiga, minecraft:old_growth_pine_taiga, MONSTER, mna:witch_hunter, 16, 1, 3
420, taiga, minecraft:old_growth_pine_taiga, MONSTER, mna:pixie, 16, 1, 3
421, taiga, minecraft:old_growth_pine_taiga, MONSTER, mna:hulking_zombie, 16, 1, 3
422, taiga, minecraft:old_growth_pine_taiga, MONSTER, mna:mushroom_soldier, 16, 1, 3
423, taiga, minecraft:old_growth_pine_taiga, MONSTER, mna:spell_breaker, 16, 1, 3
424, taiga, minecraft:old_growth_pine_taiga, MONSTER, mna:skeleton_assassin, 16, 1, 3
425, taiga, minecraft:old_growth_pine_taiga, MONSTER, player_mobs:player_mob, 50, 1, 4
426, taiga, minecraft:old_growth_pine_taiga, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
427, taiga, minecraft:old_growth_pine_taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
428, taiga, minecraft:old_growth_pine_taiga, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
429, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 50, 1, 1
430, taiga, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 50, 2, 4
431, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
432, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
433, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
434, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 4, 4
435, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
436, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
437, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
438, taiga, minecraft:old_growth_pine_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
439, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
440, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
441, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 50, 4, 4
442, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 50, 4, 4
443, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
444, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 50, 4, 4
445, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 50, 4, 4
446, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
447, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
448, taiga, minecraft:old_growth_spruce_taiga, MONSTER, vampirism:vampire, 50, 1, 3
449, taiga, minecraft:old_growth_spruce_taiga, MONSTER, vampirism:advanced_vampire, 26, 1, 1
450, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
451, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
452, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:ghoul, 25, 2, 5
453, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:revenant, 25, 5, 8
454, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:reaper, 10, 2, 3
455, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:nightmare, 10, 1, 1
456, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
457, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:acolyte, 10, 2, 3
458, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mna:witch_hunter, 16, 1, 3
459, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mna:pixie, 16, 1, 3
460, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mna:hulking_zombie, 16, 1, 3
461, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mna:mushroom_soldier, 16, 1, 3
462, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mna:spell_breaker, 16, 1, 3
463, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mna:skeleton_assassin, 16, 1, 3
464, taiga, minecraft:old_growth_spruce_taiga, MONSTER, player_mobs:player_mob, 50, 1, 4
465, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
466, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
467, taiga, minecraft:old_growth_spruce_taiga, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
468, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 50, 1, 1
469, taiga, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 50, 2, 4
470, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
471, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
472, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
473, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
474, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
475, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
476, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
477, taiga, minecraft:old_growth_spruce_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
478, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
479, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
480, taiga, minecraft:taiga, MONSTER, minecraft:spider, 50, 4, 4
481, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 50, 4, 4
482, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
483, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 50, 4, 4
484, taiga, minecraft:taiga, MONSTER, minecraft:slime, 50, 4, 4
485, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
486, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
487, taiga, minecraft:taiga, MONSTER, vampirism:vampire, 50, 1, 3
488, taiga, minecraft:taiga, MONSTER, vampirism:advanced_vampire, 26, 1, 1
489, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
490, taiga, minecraft:taiga, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
491, taiga, minecraft:taiga, MONSTER, graveyard:ghoul, 25, 2, 5
492, taiga, minecraft:taiga, MONSTER, graveyard:revenant, 25, 5, 8
493, taiga, minecraft:taiga, MONSTER, graveyard:reaper, 10, 2, 3
494, taiga, minecraft:taiga, MONSTER, graveyard:nightmare, 10, 1, 1
495, taiga, minecraft:taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
496, taiga, minecraft:taiga, MONSTER, graveyard:acolyte, 10, 2, 3
497, taiga, minecraft:taiga, MONSTER, mna:witch_hunter, 16, 1, 3
498, taiga, minecraft:taiga, MONSTER, mna:pixie, 16, 1, 3
499, taiga, minecraft:taiga, MONSTER, mna:hulking_zombie, 16, 1, 3
500, taiga, minecraft:taiga, MONSTER, mna:mushroom_soldier, 16, 1, 3
501, taiga, minecraft:taiga, MONSTER, mna:spell_breaker, 16, 1, 3
502, taiga, minecraft:taiga, MONSTER, mna:skeleton_assassin, 16, 1, 3
503, taiga, minecraft:taiga, MONSTER, player_mobs:player_mob, 50, 1, 4
504, taiga, minecraft:taiga, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
505, taiga, minecraft:taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
506, taiga, minecraft:taiga, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
507, taiga, minecraft:taiga, MONSTER, quark:stoneling, 50, 1, 1
508, taiga, minecraft:taiga, MONSTER, quark:toretoise, 50, 2, 4
509, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
510, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
511, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
512, taiga, minecraft:taiga, CREATURE, minecraft:cow, 10, 4, 4
513, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
514, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
515, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
516, taiga, minecraft:taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
517, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
518, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
519, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 50, 4, 4
520, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 50, 4, 4
521, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
522, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 50, 4, 4
523, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 50, 4, 4
524, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
525, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
526, taiga, minecraft:snowy_taiga, MONSTER, vampirism:vampire, 50, 1, 3
527, taiga, minecraft:snowy_taiga, MONSTER, vampirism:advanced_vampire, 26, 1, 1
528, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:spruce_creeper, 50, 2, 2
529, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
530, taiga, minecraft:snowy_taiga, MONSTER, graveyard:ghoul, 25, 2, 5
531, taiga, minecraft:snowy_taiga, MONSTER, graveyard:revenant, 25, 5, 8
532, taiga, minecraft:snowy_taiga, MONSTER, graveyard:reaper, 10, 2, 3
533, taiga, minecraft:snowy_taiga, MONSTER, graveyard:nightmare, 10, 1, 1
534, taiga, minecraft:snowy_taiga, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
535, taiga, minecraft:snowy_taiga, MONSTER, graveyard:acolyte, 10, 2, 3
536, taiga, minecraft:snowy_taiga, MONSTER, mna:witch_hunter, 16, 1, 3
537, taiga, minecraft:snowy_taiga, MONSTER, mna:pixie, 16, 1, 3
538, taiga, minecraft:snowy_taiga, MONSTER, mna:hulking_zombie, 16, 1, 3
539, taiga, minecraft:snowy_taiga, MONSTER, mna:mushroom_soldier, 16, 1, 3
540, taiga, minecraft:snowy_taiga, MONSTER, mna:spell_breaker, 16, 1, 3
541, taiga, minecraft:snowy_taiga, MONSTER, mna:skeleton_assassin, 16, 1, 3
542, taiga, minecraft:snowy_taiga, MONSTER, player_mobs:player_mob, 50, 1, 4
543, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
544, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
545, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
546, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling, 50, 1, 1
547, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise, 50, 2, 4
548, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
549, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
550, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
551, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
552, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
553, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
554, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
555, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
556, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
557, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
558, savanna, minecraft:savanna, MONSTER, minecraft:spider, 50, 4, 4
559, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 50, 4, 4
560, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
561, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 50, 4, 4
562, savanna, minecraft:savanna, MONSTER, minecraft:slime, 50, 4, 4
563, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
564, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
565, savanna, minecraft:savanna, MONSTER, vampirism:vampire, 50, 1, 3
566, savanna, minecraft:savanna, MONSTER, vampirism:advanced_vampire, 26, 1, 1
567, savanna, minecraft:savanna, MONSTER, creeperoverhaul:savannah_creeper, 50, 2, 2
568, savanna, minecraft:savanna, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
569, savanna, minecraft:savanna, MONSTER, graveyard:ghoul, 25, 2, 5
570, savanna, minecraft:savanna, MONSTER, graveyard:revenant, 25, 5, 8
571, savanna, minecraft:savanna, MONSTER, graveyard:reaper, 10, 2, 3
572, savanna, minecraft:savanna, MONSTER, graveyard:nightmare, 10, 1, 1
573, savanna, minecraft:savanna, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
574, savanna, minecraft:savanna, MONSTER, graveyard:acolyte, 10, 2, 3
575, savanna, minecraft:savanna, MONSTER, mna:witch_hunter, 16, 1, 3
576, savanna, minecraft:savanna, MONSTER, mna:pixie, 16, 1, 3
577, savanna, minecraft:savanna, MONSTER, mna:hulking_zombie, 16, 1, 3
578, savanna, minecraft:savanna, MONSTER, mna:mushroom_soldier, 16, 1, 3
579, savanna, minecraft:savanna, MONSTER, mna:spell_breaker, 16, 1, 3
580, savanna, minecraft:savanna, MONSTER, mna:skeleton_assassin, 16, 1, 3
581, savanna, minecraft:savanna, MONSTER, player_mobs:player_mob, 50, 1, 4
582, savanna, minecraft:savanna, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
583, savanna, minecraft:savanna, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
584, savanna, minecraft:savanna, MONSTER, quark:stoneling, 50, 1, 1
585, savanna, minecraft:savanna, MONSTER, quark:toretoise, 50, 2, 4
586, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
587, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
588, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
589, savanna, minecraft:savanna, CREATURE, minecraft:cow, 10, 4, 4
590, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
591, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
592, savanna, minecraft:savanna, CREATURE, elwms:elwms, 10, 2, 3
593, savanna, minecraft:savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
594, savanna, minecraft:savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
595, savanna, minecraft:savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 1
596, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
597, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
598, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 50, 4, 4
599, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 50, 4, 4
600, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
601, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 50, 4, 4
